intersection_group,time_bin,vehicle_count,arrival_rate_per_min,mean_interarrival_sec,avg_speed,avg_delay,queue_ratio,long_queue_ratio,direction_imbalance,signal_imbalance,bottleneck_score
16,2022-05-09 10:20:00,1394,278.8,0.2152080344332855,11.069267035056074,0.233469835923381,0.002152080344332855,0.0,0.15197433559279472,0.0,0.3266760541920385
16,2022-05-09 10:25:00,1305,261.0,0.22988505747126436,11.540453502388061,0.201567928806717,0.0022988505747126436,0.0,0.16318198499728426,0.0,0.2750052749622953
16,2022-05-09 10:30:00,854,170.8,0.351288056206089,11.700990020282752,0.18765442588647394,0.00468384074941452,0.0,0.1459998135239046,0.0,0.22403173523529105
16,2022-05-09 10:35:00,1253,250.6,0.23942537909018355,11.128465651991792,0.229051817202843,0.0023942537909018356,0.0,0.14731444214650996,0.0,0.3081660759964157
16,2022-05-09 10:40:00,1453,290.6,0.20646937370956642,11.152140563038415,0.2218538504804047,0.0041293874741913286,0.0,0.14871336755385184,0.0,0.324270507824241
16,2022-05-09 10:45:00,956,191.2,0.3138075313807531,11.574822454851219,0.1930936777580586,0.0,0.0,0.14131624096216802,0.0,0.21735946372089304
16,2022-05-09 10:50:00,1506,301.2,0.199203187250996,11.381685741773202,0.20717384426902843,0.0026560424966799467,0.0,0.15545432259452674,0.0,0.29995081201882706
16,2022-05-09 10:55:00,1391,278.2,0.21567217828900073,11.548522341712811,0.20825263556630733,0.0014378145219266715,0.0,0.15989148686663415,0.0,0.28026245249990434
16,2022-05-09 11:00:00,1009,201.8,0.29732408325074333,11.349382497261185,0.20185707473857012,0.0,0.0,0.14451011265311897,0.0,0.2426244713885565
16,2022-05-09 11:05:00,1212,242.4,0.24752475247524752,11.265929215968413,0.21656746837961663,0.0024752475247524753,0.0,0.15194724918036362,0.0,0.2903129870095315
16,2022-05-09 11:10:00,1211,242.2,0.2477291494632535,11.353173101954837,0.2237627390924719,0.004128819157720892,0.0,0.1618176623451011,0.0,0.30527634887730604
16,2022-05-09 11:15:00,932,186.4,0.3218884120171674,11.268773114241583,0.2151369811248404,0.003218884120171674,0.0,0.13616478476302749,0.0,0.26348372566678535
16,2022-05-09 11:20:00,1583,316.6,0.18951358180669614,11.421809794000001,0.2030078575589134,0.002526847757422615,0.0,0.16441231036171194,0.0,0.30429258150235416
16,2022-05-09 11:25:00,1833,366.6,0.16366612111292964,11.488830082821298,0.20176207820503336,0.0,0.0,0.1608282297421135,0.0,0.3031084017393775
16,2022-05-09 11:30:00,805,161.0,0.37267080745341613,11.128670491316475,0.2209550413706154,0.0012422360248447205,0.0,0.14381698236950735,0.0,0.2618043088901498
